"Variable","Year","Value","source"
"LT",2016,NA,"Figure1-a_b"
"LT",2017,0.00192496486939113,"Figure1-a_b"
"LT",2018,0.00493659147869674,"Figure1-a_b"
"LT",2019,0.00982705104447439,"Figure1-a_b"
"LT",2020,0.0219443008529336,"Figure1-a_b"
"LT",2021,0.00113155452961278,"Figure1-a_b"
"LT",2022,NA,"Figure1-a_b"
"PG",1996,NA,"Figure1-a_b"
"PG",1997,NA,"Figure1-a_b"
"PG",1998,NA,"Figure1-a_b"
"PG",1999,NA,"Figure1-a_b"
"PG",2000,NA,"Figure1-a_b"
"PG",2001,NA,"Figure1-a_b"
"PG",2002,NA,"Figure1-a_b"
"PG",2003,NA,"Figure1-a_b"
"PG",2004,NA,"Figure1-a_b"
"PG",2005,NA,"Figure1-a_b"
"PG",2006,NA,"Figure1-a_b"
"PG",2007,NA,"Figure1-a_b"
"PG",2008,NA,"Figure1-a_b"
"PG",2009,NA,"Figure1-a_b"
"PG",2010,NA,"Figure1-a_b"
"PG",2011,0.00095094999904905,"Figure1-a_b"
"PG",2012,NA,"Figure1-a_b"
"PG",2013,NA,"Figure1-a_b"
"PG",2014,NA,"Figure1-a_b"
"PG",2015,NA,"Figure1-a_b"
"PG",2016,NA,"Figure1-a_b"
"PG",2017,NA,"Figure1-a_b"
"PG",2018,NA,"Figure1-a_b"
"PG",2019,NA,"Figure1-a_b"
"PG",2020,NA,"Figure1-a_b"
"PG",2021,NA,"Figure1-a_b"
"PG",2022,NA,"Figure1-a_b"
"LU",1996,NA,"Figure1-a_b"
"LU",1997,NA,"Figure1-a_b"
"LU",1998,NA,"Figure1-a_b"
"LU",1999,NA,"Figure1-a_b"
"LU",2000,NA,"Figure1-a_b"
"LU",2001,NA,"Figure1-a_b"
"LU",2002,NA,"Figure1-a_b"
"LU",2003,NA,"Figure1-a_b"
"LU",2004,NA,"Figure1-a_b"
"LU",2005,NA,"Figure1-a_b"
"LU",2006,NA,"Figure1-a_b"
"LU",2007,NA,"Figure1-a_b"
"LU",2008,0.00039029721132642,"Figure1-a_b"
"LU",2009,NA,"Figure1-a_b"
"LU",2010,NA,"Figure1-a_b"
"LU",2011,NA,"Figure1-a_b"
"LU",2012,NA,"Figure1-a_b"
"LU",2013,0.00200283735291663,"Figure1-a_b"
"LU",2014,0.0108263812131209,"Figure1-a_b"
"LU",2015,NA,"Figure1-a_b"
"LU",2016,NA,"Figure1-a_b"
"LU",2017,0.00038499297387822,"Figure1-a_b"
"LU",2018,0.0014918253968254,"Figure1-a_b"
"LU",2019,NA,"Figure1-a_b"
"LU",2020,0.0053846816576204,"Figure1-a_b"
"LU",2021,NA,"Figure1-a_b"
"LU",2022,NA,"Figure1-a_b"
"PH",1996,NA,"Figure1-a_b"
"PH",1997,NA,"Figure1-a_b"
"PH",1998,NA,"Figure1-a_b"
"PH",1999,NA,"Figure1-a_b"
"PH",2000,NA,"Figure1-a_b"
"PH",2001,NA,"Figure1-a_b"
"PH",2002,NA,"Figure1-a_b"
"PH",2003,0.00263416121020546,"Figure1-a_b"
"PH",2004,0.00045395737340263,"Figure1-a_b"
"PH",2005,NA,"Figure1-a_b"
"PH",2006,NA,"Figure1-a_b"
"PH",2007,NA,"Figure1-a_b"
"PH",2008,NA,"Figure1-a_b"
"PH",2009,0.00159157377463822,"Figure1-a_b"
"PH",2010,0.00306972103910057,"Figure1-a_b"
"PH",2011,0.0150884003119116,"Figure1-a_b"
"PH",2012,0.00406768630003254,"Figure1-a_b"
"PH",2013,NA,"Figure1-a_b"
"PH",2014,NA,"Figure1-a_b"
"PH",2015,0.00376690398161751,"Figure1-a_b"
"PH",2016,NA,"Figure1-a_b"
"PH",2017,NA,"Figure1-a_b"
"PH",2018,0.00992063492063492,"Figure1-a_b"
"PH",2019,0.00210579514824798,"Figure1-a_b"
"PH",2020,0.00756248384595503,"Figure1-a_b"
"PH",2021,NA,"Figure1-a_b"
"PH",2022,0.00976062077548132,"Figure1-a_b"
"LV",1996,NA,"Figure1-a_b"
"LV",1997,NA,"Figure1-a_b"
"LV",1998,NA,"Figure1-a_b"
"LV",1999,0.0183383050515918,"Figure1-a_b"
"LV",2000,0.00734052704984218,"Figure1-a_b"
"LV",2001,0.00239200114816055,"Figure1-a_b"
"LV",2002,NA,"Figure1-a_b"
"LV",2003,0.00225784601490178,"Figure1-a_b"
"LV",2004,NA,"Figure1-a_b"
"LV",2005,0.00497827661115134,"Figure1-a_b"
"LV",2006,0.0015625787539377,"Figure1-a_b"
"LV",2007,0.00218288184060597,"Figure1-a_b"
"LV",2008,0.0292722908494819,"Figure1-a_b"
"LV",2009,0.00252931293020903,"Figure1-a_b"
"LV",2010,NA,"Figure1-a_b"
"LV",2011,NA,"Figure1-a_b"
"LV",2012,NA,"Figure1-a_b"
"LV",2013,0.00166903112743053,"Figure1-a_b"
"LV",2014,0.00340095566854286,"Figure1-a_b"
"LV",2015,0.00627816702452255,"Figure1-a_b"
"LV",2016,NA,"Figure1-a_b"
"LV",2017,0.0558239812123429,"Figure1-a_b"
"LV",2018,0.0543024227234754,"Figure1-a_b"
"LV",2019,0.0355645636792453,"Figure1-a_b"
"LV",2020,0.0822062117687602,"Figure1-a_b"
"LV",2021,0.00814719261321203,"Figure1-a_b"
"LV",2022,0.0634440350406286,"Figure1-a_b"
"NO",1996,0.0314987167189485,"Figure1-a_b"
"NO",1997,0.0687388749359928,"Figure1-a_b"
"NO",1998,0.183091728590571,"Figure1-a_b"
"NO",1999,0.094055210523742,"Figure1-a_b"
"NO",2000,0.141472999094668,"Figure1-a_b"
"NO",2001,0.302987609434053,"Figure1-a_b"
"NO",2002,0.233860342555995,"Figure1-a_b"
"NO",2003,0.121829532625875,"Figure1-a_b"
"NO",2004,0.203343169076424,"Figure1-a_b"
"NO",2005,0.167262626719768,"Figure1-a_b"
"NO",2006,0.282785701785089,"Figure1-a_b"
"NO",2007,0.238988452555063,"Figure1-a_b"
"NO",2008,0.180833089397576,"Figure1-a_b"
"NO",2009,0.149117631117776,"Figure1-a_b"
"NO",2010,0.204019415985572,"Figure1-a_b"
"NO",2011,0.345482036554518,"Figure1-a_b"
"NO",2012,0.0619280833062154,"Figure1-a_b"
"NO",2013,0.0397004089126262,"Figure1-a_b"
"NO",2014,0.0645331338106008,"Figure1-a_b"
"NO",2015,0.128669717858892,"Figure1-a_b"
"NO",2016,0.155917201853508,"Figure1-a_b"
"NO",2017,0.156082888987276,"Figure1-a_b"
"NO",2018,0.172047201336675,"Figure1-a_b"
"NO",2019,0.118463611859838,"Figure1-a_b"
"NO",2020,0.474754458516413,"Figure1-a_b"
"NO",2021,0.262520650870165,"Figure1-a_b"
"NO",2022,0.117118664747078,"Figure1-a_b"
"NP",1996,NA,"Figure1-a_b"
"NP",1997,NA,"Figure1-a_b"
"NP",1998,NA,"Figure1-a_b"
"NP",1999,NA,"Figure1-a_b"
"NP",2000,NA,"Figure1-a_b"
"NP",2001,NA,"Figure1-a_b"
"NP",2002,NA,"Figure1-a_b"
"NP",2003,NA,"Figure1-a_b"
"NP",2004,NA,"Figure1-a_b"
"NP",2005,NA,"Figure1-a_b"
"NP",2006,NA,"Figure1-a_b"
"NP",2007,NA,"Figure1-a_b"
"NP",2008,0.1839972288898,"Figure1-a_b"
"NP",2009,NA,"Figure1-a_b"
"NP",2010,NA,"Figure1-a_b"
"NP",2011,NA,"Figure1-a_b"
"NP",2012,NA,"Figure1-a_b"
"NP",2013,NA,"Figure1-a_b"
"NP",2014,NA,"Figure1-a_b"
"NP",2015,0.00376690398161751,"Figure1-a_b"
"NP",2016,NA,"Figure1-a_b"
"NP",2017,0.00256661340930528,"Figure1-a_b"
"NP",2018,NA,"Figure1-a_b"
"NP",2019,0.00421159029649596,"Figure1-a_b"
"NP",2020,0.00861549065219264,"Figure1-a_b"
"NP",2021,0.0029097019485369,"Figure1-a_b"
"NP",2022,0.0153381079036627,"Figure1-a_b"
"LY",1996,NA,"Figure1-a_b"
"LY",1997,NA,"Figure1-a_b"
"LY",1998,NA,"Figure1-a_b"
"LY",1999,NA,"Figure1-a_b"
"LY",2000,NA,"Figure1-a_b"
"LY",2001,NA,"Figure1-a_b"
"LY",2002,0.00533283926218709,"Figure1-a_b"
"LY",2003,NA,"Figure1-a_b"
"LY",2004,0.00113489343350659,"Figure1-a_b"
"LY",2005,NA,"Figure1-a_b"
"LY",2006,NA,"Figure1-a_b"
"LY",2007,0.00600292506166641,"Figure1-a_b"
"LY",2008,0.00917198446617099,"Figure1-a_b"
"LY",2009,NA,"Figure1-a_b"
"LY",2010,NA,"Figure1-a_b"
"LY",2011,NA,"Figure1-a_b"
"LY",2012,NA,"Figure1-a_b"
"LY",2013,0.00130740716014354,"Figure1-a_b"
"LY",2014,0.00340095566854286,"Figure1-a_b"
"LY",2015,NA,"Figure1-a_b"
"LY",2016,NA,"Figure1-a_b"
"LY",2017,0.00384992973878227,"Figure1-a_b"
"LY",2018,0.0100250626566416,"Figure1-a_b"
"LY",2019,0.00360994356469003,"Figure1-a_b"
"LY",2020,0.00717956836391833,"Figure1-a_b"
"LY",2021,0.016375200850929,"Figure1-a_b"
"LY",2022,0.00088732827407823,"Figure1-a_b"
"PK",1996,0.0250607160449019,"Figure1-a_b"
"PK",1997,0.0167202457877155,"Figure1-a_b"
"PK",1998,0.0016242343769034,"Figure1-a_b"
"PK",1999,0.0393253948848355,"Figure1-a_b"
"PK",2000,0.035071325454501,"Figure1-a_b"
"PK",2001,0.112424053963546,"Figure1-a_b"
"PK",2002,0.14987389422172,"Figure1-a_b"
"PK",2003,0.0459094603748024,"Figure1-a_b"
"PK",2004,0.0749029666114352,"Figure1-a_b"
"PK",2005,0.026249094858798,"Figure1-a_b"
"PK",2006,0.0528307665383269,"Figure1-a_b"
"PK",2007,0.111378926458711,"Figure1-a_b"
"PK",2008,0.0786774778994204,"Figure1-a_b"
"PK",2009,0.100731694097668,"Figure1-a_b"
"PK",2010,0.103648747170101,"Figure1-a_b"
"PK",2011,0.107333536202666,"Figure1-a_b"
"PK",2012,0.178272860397006,"Figure1-a_b"
"PK",2013,0.357835266627723,"Figure1-a_b"
"PK",2014,0.262052136650399,"Figure1-a_b"
"PK",2015,0.292776961615248,"Figure1-a_b"
"PK",2016,0.473947240061784,"Figure1-a_b"
"PK",2017,0.443546555275366,"Figure1-a_b"
"PK",2018,0.407936507936508,"Figure1-a_b"
"PK",2019,0.539814268867925,"Figure1-a_b"
"PK",2020,0.482519169466701,"Figure1-a_b"
"PK",2021,0.452599180754521,"Figure1-a_b"
"PK",2022,0.53398892169542,"Figure1-a_b"
"PL",1996,0.447419179218624,"Figure1-a_b"
"PL",1997,0.267813513447612,"Figure1-a_b"
"PL",1998,0.566841271774881,"Figure1-a_b"
"PL",1999,0.425448677196929,"Figure1-a_b"
"PL",2000,0.905067410506741,"Figure1-a_b"
"PL",2001,1.01822226474669,"Figure1-a_b"
"PL",2002,0.979743083003953,"Figure1-a_b"
"PL",2003,1.139697448634,"Figure1-a_b"
"PL",2004,1.169875388701,"Figure1-a_b"
"PL",2005,1.0274981897176,"Figure1-a_b"
"PL",2006,1.25401207560378,"Figure1-a_b"
"PL",2007,1.10479797428565,"Figure1-a_b"
"PL",2008,0.91261440587007,"Figure1-a_b"
"PL",2009,1.03368141496992,"Figure1-a_b"
"PL",2010,0.972297686197767,"Figure1-a_b"
"PL",2011,1.31606915308393,"Figure1-a_b"
"PL",2012,1.17840872111943,"Figure1-a_b"
"PL",2013,1.22571643161145,"Figure1-a_b"
"PL",2014,1.22074412910028,"Figure1-a_b"
"PL",2015,1.0333804196331,"Figure1-a_b"
"PL",2016,1.45257499390293,"Figure1-a_b"
"PL",2017,1.40214633582937,"Figure1-a_b"
"PL",2018,1.4193671679198,"Figure1-a_b"
"PL",2019,1.12636034366577,"Figure1-a_b"
"PL",2020,1.41942577754803,"Figure1-a_b"
"PL",2021,1.28080430895965,"Figure1-a_b"
"PL",2022,1.52721505087724,"Figure1-a_b"
"AE",1996,0.00518497394550592,"Figure1-a_b"
"AE",1997,NA,"Figure1-a_b"
"AE",1998,0.00121817517358996,"Figure1-a_b"
"AE",1999,NA,"Figure1-a_b"
"AE",2000,NA,"Figure1-a_b"
"AE",2001,0.0239200114816055,"Figure1-a_b"
"AE",2002,0.00705815923207228,"Figure1-a_b"
"AE",2003,0.00112892300745089,"Figure1-a_b"
"AE",2004,NA,"Figure1-a_b"
"AE",2005,0.011314265025344,"Figure1-a_b"
"AE",2006,0.0205999956247812,"Figure1-a_b"
"AE",2007,0.00291050184453516,"Figure1-a_b"
"AE",2008,NA,"Figure1-a_b"
"AE",2009,0.019873173023071,"Figure1-a_b"
"AE",2010,0.013430029546065,"Figure1-a_b"
"AE",2011,NA,"Figure1-a_b"
"AE",2012,0.00203384315001627,"Figure1-a_b"
"AE",2013,0.00166903112743053,"Figure1-a_b"
"AE",2014,0.00113365245634023,"Figure1-a_b"
"AE",2015,NA,"Figure1-a_b"
"AE",2016,0.0125812535566214,"Figure1-a_b"
"AE",2017,0.0115131186355849,"Figure1-a_b"
"AE",2018,0.00440202589807853,"Figure1-a_b"
"AE",2019,0.00813237028301887,"Figure1-a_b"
"AE",2020,0.00942233135177048,"Figure1-a_b"
"AE",2021,0.00867524385000113,"Figure1-a_b"
"AE",2022,0.00786950050023181,"Figure1-a_b"
"AF",1996,NA,"Figure1-a_b"
"AF",1997,NA,"Figure1-a_b"
"AF",1998,NA,"Figure1-a_b"
"AF",1999,NA,"Figure1-a_b"
"AF",2000,NA,"Figure1-a_b"
"AF",2001,NA,"Figure1-a_b"
"AF",2002,NA,"Figure1-a_b"
"AF",2003,NA,"Figure1-a_b"
"AF",2004,NA,"Figure1-a_b"
"AF",2005,NA,"Figure1-a_b"
"AF",2006,NA,"Figure1-a_b"
"AF",2007,NA,"Figure1-a_b"
"AF",2008,NA,"Figure1-a_b"
"AF",2009,NA,"Figure1-a_b"
"AF",2010,NA,"Figure1-a_b"
"AF",2011,0.00095094999904905,"Figure1-a_b"
"AF",2012,NA,"Figure1-a_b"
"AF",2013,NA,"Figure1-a_b"
"AF",2014,NA,"Figure1-a_b"
"AF",2015,NA,"Figure1-a_b"
"AF",2016,NA,"Figure1-a_b"
"AF",2017,NA,"Figure1-a_b"
"AF",2018,NA,"Figure1-a_b"
"AF",2019,NA,"Figure1-a_b"
"AF",2020,NA,"Figure1-a_b"
"AF",2021,NA,"Figure1-a_b"
"AF",2022,NA,"Figure1-a_b"
NA,1996,0.015079641199803,"Figure1-a_b"
NA,1997,0.0101598839335788,"Figure1-a_b"
NA,1998,0.00438543062492386,"Figure1-a_b"
NA,1999,0.0585194875055015,"Figure1-a_b"
NA,2000,0.0121235166018253,"Figure1-a_b"
NA,2001,0.0484779696694254,"Figure1-a_b"
NA,2002,0.00966294936947111,"Figure1-a_b"
NA,2003,0.00188153759313615,"Figure1-a_b"
NA,2004,0.0108445422974783,"Figure1-a_b"
NA,2005,0.00739199402606807,"Figure1-a_b"
NA,2006,0.00218760938046902,"Figure1-a_b"
NA,2007,0.00573785771976163,"Figure1-a_b"
NA,2008,0.303063833108912,"Figure1-a_b"
NA,2009,0.24716084623584,"Figure1-a_b"
NA,2010,0.109983883964545,"Figure1-a_b"
NA,2011,0.0176333326993667,"Figure1-a_b"
NA,2012,0.00883269606247966,"Figure1-a_b"
NA,2013,0.00166903112743053,"Figure1-a_b"
NA,2014,NA,"Figure1-a_b"
NA,2015,0.00026906430105096,"Figure1-a_b"
NA,2016,NA,"Figure1-a_b"
NA,2017,0.0126726789736087,"Figure1-a_b"
NA,2018,0.00858627819548872,"Figure1-a_b"
NA,2019,0.001871818143531,"Figure1-a_b"
NA,2020,NA,"Figure1-a_b"
NA,2021,0.00032330097087378,"Figure1-a_b"
NA,2022,NA,"Figure1-a_b"
"TD",1996,NA,"Figure1-a_b"
"TD",1997,NA,"Figure1-a_b"
"TD",1998,NA,"Figure1-a_b"
"TD",1999,NA,"Figure1-a_b"
"TD",2000,NA,"Figure1-a_b"
"TD",2001,NA,"Figure1-a_b"
"TD",2002,NA,"Figure1-a_b"
"TD",2003,NA,"Figure1-a_b"
"TD",2004,NA,"Figure1-a_b"
"TD",2005,NA,"Figure1-a_b"
"TD",2006,NA,"Figure1-a_b"
"TD",2007,NA,"Figure1-a_b"
"TD",2008,NA,"Figure1-a_b"
"TD",2009,NA,"Figure1-a_b"
"TD",2010,NA,"Figure1-a_b"
"TD",2011,NA,"Figure1-a_b"
"TD",2012,NA,"Figure1-a_b"
"TD",2013,NA,"Figure1-a_b"
"TD",2014,NA,"Figure1-a_b"
"TD",2015,NA,"Figure1-a_b"
"TD",2016,NA,"Figure1-a_b"
"TD",2017,NA,"Figure1-a_b"
"TD",2018,NA,"Figure1-a_b"
"TD",2019,NA,"Figure1-a_b"
"TD",2020,0.00053846816576204,"Figure1-a_b"
"TD",2021,NA,"Figure1-a_b"
"TD",2022,NA,"Figure1-a_b"
"PR",1996,0.00518497394550592,"Figure1-a_b"
"PR",1997,0.0170685913535393,"Figure1-a_b"
"PR",1998,0.0430422706785236,"Figure1-a_b"
"PR",1999,0.00713157122597682,"Figure1-a_b"
"PR",2000,0.0195747387995791,"Figure1-a_b"
"PR",2001,NA,"Figure1-a_b"
"PR",2002,0.0202922077922078,"Figure1-a_b"
"PR",2003,0.00959584556333258,"Figure1-a_b"
"PR",2004,0.100059695394602,"Figure1-a_b"
"PR",2005,0.011314265025344,"Figure1-a_b"
"PR",2006,0.00218760938046902,"Figure1-a_b"
"PR",2007,0.0436576368121194,"Figure1-a_b"
"PR",2008,0.014180805183147,"Figure1-a_b"
"PR",2009,0.104630991310003,"Figure1-a_b"
"PR",2010,0.0211043321438164,"Figure1-a_b"
"PR",2011,0.104604499895396,"Figure1-a_b"
"PR",2012,0.043122356003905,"Figure1-a_b"
"PR",2013,0.0257030793624301,"Figure1-a_b"
"PR",2014,0.0207458295781114,"Figure1-a_b"
"PR",2015,0.0204825404000452,"Figure1-a_b"
"PR",2016,0.00101617754654093,"Figure1-a_b"
"PR",2017,0.0384992973878227,"Figure1-a_b"
"PR",2018,0.006265664160401,"Figure1-a_b"
"PR",2019,0.0297970013477089,"Figure1-a_b"
"PR",2020,0.00215387266304816,"Figure1-a_b"
"PR",2021,0.00181048724738045,"Figure1-a_b"
"PR",2022,0.00813384251238379,"Figure1-a_b"
"PS",1996,0.00032406087159412,"Figure1-a_b"
"PS",1997,0.0219453317402648,"Figure1-a_b"
"PS",1998,NA,"Figure1-a_b"
"PS",1999,0.0464570394640325,"Figure1-a_b"
"PS",2000,NA,"Figure1-a_b"
"PS",2001,0.0191360091852844,"Figure1-a_b"
"PS",2002,NA,"Figure1-a_b"
"PS",2003,0.0428990742831339,"Figure1-a_b"
"PS",2004,0.00302637492339469,"Figure1-a_b"
"PS",2005,0.0117668356263577,"Figure1-a_b"
"PS",2006,NA,"Figure1-a_b"
"PS",2007,0.0065486455218179,"Figure1-a_b"
"PS",2008,NA,"Figure1-a_b"
"PS",2009,0.00406496720926451,"Figure1-a_b"
"PS",2010,0.00575572694831357,"Figure1-a_b"
"PS",2011,0.0038037999961962,"Figure1-a_b"
"PS",2012,NA,"Figure1-a_b"
"PS",2013,0.0199567720937996,"Figure1-a_b"
"PS",2014,0.0327221249171017,"Figure1-a_b"
"PS",2015,0.0223303951482277,"Figure1-a_b"
"PS",2016,0.0467441671408829,"Figure1-a_b"
"PS",2017,0.0411116672120734,"Figure1-a_b"
"PS",2018,0.0120837719298246,"Figure1-a_b"
"PS",2019,0.0191025732816712,"Figure1-a_b"
"PS",2020,0.0165848195054708,"Figure1-a_b"
"PS",2021,0.00603496503496504,"Figure1-a_b"
"PS",2022,NA,"Figure1-a_b"
"NZ",1996,0.652503046172193,"Figure1-a_b"
"NZ",1997,0.553388115383678,"Figure1-a_b"
"NZ",1998,0.748934096723109,"Figure1-a_b"
"NZ",1999,0.317577876668786,"Figure1-a_b"
"NZ",2000,1.04810981428467,"Figure1-a_b"
"NZ",2001,0.607094675405444,"Figure1-a_b"
"NZ",2002,0.647099096555618,"Figure1-a_b"
"NZ",2003,0.889747121246331,"Figure1-a_b"
"NZ",2004,0.720155707379077,"Figure1-a_b"
"NZ",2005,0.6596872737147,"Figure1-a_b"
"NZ",2006,0.545436646832342,"Figure1-a_b"
"NZ",2007,0.603621400973565,"Figure1-a_b"
"NZ",2008,0.287775891341256,"Figure1-a_b"
"NZ",2009,0.31639898104822,"Figure1-a_b"
"NZ",2010,0.615381220981543,"Figure1-a_b"
"NZ",2011,0.653314060746686,"Figure1-a_b"
"NZ",2012,0.458005206638464,"Figure1-a_b"
"NZ",2013,0.517691729950764,"Figure1-a_b"
"NZ",2014,0.434268029316238,"Figure1-a_b"
"NZ",2015,0.426552906166422,"Figure1-a_b"
"NZ",2016,0.747231932363223,"Figure1-a_b"
"NZ",2017,0.448231919767464,"Figure1-a_b"
"NZ",2018,0.334674185463659,"Figure1-a_b"
"NZ",2019,0.618318311994609,"Figure1-a_b"
"NZ",2020,0.547626432325321,"Figure1-a_b"
"NZ",2021,0.328782221015231,"Figure1-a_b"
"NZ",2022,0.544632878651082,"Figure1-a_b"
"CA",1996,4.01270318616649,"Figure1-a_b"
"CA",1997,2.7985662383263,"Figure1-a_b"
"CA",1998,3.19188695334389,"Figure1-a_b"
"CA",1999,2.69509511467553,"Figure1-a_b"
"CA",2000,3.3397440602902,"Figure1-a_b"
"CA",2001,3.23891307467828,"Figure1-a_b"
"CA",2002,2.69776962168267,"Figure1-a_b"
"CA",2003,3.15371415669451,"Figure1-a_b"
"CA",2004,2.72812492906916,"Figure1-a_b"
"CA",2005,3.67964790007241,"Figure1-a_b"
"CA",2006,2.83875131256563,"Figure1-a_b"
"CA",2007,2.51858723887276,"Figure1-a_b"
"CA",2008,3.37700759128076,"Figure1-a_b"
"CA",2009,3.85510650214088,"Figure1-a_b"
"CA",2010,3.99313149917501,"Figure1-a_b"
"CA",2011,3.88023735711976,"Figure1-a_b"
"CA",2012,4.02212821347218,"Figure1-a_b"
"CA",2013,3.05848285070517,"Figure1-a_b"
"CA",2014,2.59909534579217,"Figure1-a_b"
"CA",2015,2.39831242701624,"Figure1-a_b"
"CA",2016,2.74103731403951,"Figure1-a_b"
"CA",2017,2.85096921981174,"Figure1-a_b"
"CA",2018,2.6047410192147,"Figure1-a_b"
"CA",2019,2.59528723045822,"Figure1-a_b"
"CA",2020,1.70506590850349,"Figure1-a_b"
"CA",2021,2.18572204494535,"Figure1-a_b"
"CA",2022,2.30338937556429,"Figure1-a_b"
"PT",1996,0.22886112047287,"Figure1-a_b"
"PT",1997,0.294874545853552,"Figure1-a_b"
"PT",1998,0.36660007309051,"Figure1-a_b"
"PT",1999,0.223591373661304,"Figure1-a_b"
"PT",2000,0.645445202965573,"Figure1-a_b"
"PT",2001,1.19468018944649,"Figure1-a_b"
"PT",2002,0.809175607001694,"Figure1-a_b"
"PT",2003,0.71678031158275,"Figure1-a_b"
"PT",2004,0.511780193839798,"Figure1-a_b"
"PT",2005,0.750599656046343,"Figure1-a_b"
"PT",2006,0.555388081904095,"Figure1-a_b"
"PT",2007,0.496075178450591,"Figure1-a_b"
"PT",2008,0.684450559100755,"Figure1-a_b"
"PT",2009,0.785915340282922,"Figure1-a_b"
"PT",2010,0.551281608533825,"Figure1-a_b"
"PT",2011,0.813630917286369,"Figure1-a_b"
"PT",2012,0.729655466970387,"Figure1-a_b"
"PT",2013,0.64943837102562,"Figure1-a_b"
"PT",2014,0.662473855153298,"Figure1-a_b"
"PT",2015,0.553360078351603,"Figure1-a_b"
"PT",2016,0.509704495569466,"Figure1-a_b"
"PT",2017,0.353294577373963,"Figure1-a_b"
"PT",2018,0.438059732664996,"Figure1-a_b"
"PT",2019,0.483020973719677,"Figure1-a_b"
"PT",2020,0.463526320323942,"Figure1-a_b"
"PT",2021,0.316615746712834,"Figure1-a_b"
"PT",2022,0.392562406969083,"Figure1-a_b"
"TG",1996,NA,"Figure1-a_b"
"TG",1997,NA,"Figure1-a_b"
"TG",1998,NA,"Figure1-a_b"
"TG",1999,NA,"Figure1-a_b"
"TG",2000,NA,"Figure1-a_b"
"TG",2001,NA,"Figure1-a_b"
"TG",2002,NA,"Figure1-a_b"
"TG",2003,NA,"Figure1-a_b"
"TG",2004,NA,"Figure1-a_b"
"TG",2005,NA,"Figure1-a_b"
"TG",2006,NA,"Figure1-a_b"
"TG",2007,NA,"Figure1-a_b"
"TG",2008,NA,"Figure1-a_b"
"TG",2009,NA,"Figure1-a_b"
"TG",2010,NA,"Figure1-a_b"
"TG",2011,NA,"Figure1-a_b"
"TG",2012,NA,"Figure1-a_b"
"TG",2013,NA,"Figure1-a_b"
"TG",2014,NA,"Figure1-a_b"
"TG",2015,NA,"Figure1-a_b"
"TG",2016,NA,"Figure1-a_b"
"TG",2017,NA,"Figure1-a_b"
"TG",2018,NA,"Figure1-a_b"
"TG",2019,NA,"Figure1-a_b"
"TG",2020,NA,"Figure1-a_b"
"TG",2021,0.00037718559757394,"Figure1-a_b"
"TG",2022,NA,"Figure1-a_b"
"CD",1996,NA,"Figure1-a_b"
"CD",1997,NA,"Figure1-a_b"
"CD",1998,NA,"Figure1-a_b"
"CD",1999,NA,"Figure1-a_b"
"CD",2000,NA,"Figure1-a_b"
"CD",2001,NA,"Figure1-a_b"
"CD",2002,NA,"Figure1-a_b"
"CD",2003,NA,"Figure1-a_b"
"CD",2004,NA,"Figure1-a_b"
"CD",2005,NA,"Figure1-a_b"
"CD",2006,NA,"Figure1-a_b"
"CD",2007,NA,"Figure1-a_b"
"CD",2008,NA,"Figure1-a_b"
"CD",2009,NA,"Figure1-a_b"
"CD",2010,NA,"Figure1-a_b"
"CD",2011,NA,"Figure1-a_b"
"CD",2012,NA,"Figure1-a_b"
"CD",2013,NA,"Figure1-a_b"
"CD",2014,NA,"Figure1-a_b"
"CD",2015,NA,"Figure1-a_b"
"CD",2016,NA,"Figure1-a_b"
"CD",2017,NA,"Figure1-a_b"
"CD",2018,NA,"Figure1-a_b"
"CD",2019,NA,"Figure1-a_b"
"CD",2020,NA,"Figure1-a_b"
"CD",2021,0.00226310905922556,"Figure1-a_b"
"CD",2022,NA,"Figure1-a_b"
"TH",1996,0.00259248697275296,"Figure1-a_b"
"TH",1997,0.0170685913535393,"Figure1-a_b"
"TH",1998,NA,"Figure1-a_b"
"TH",1999,0.00733532202063671,"Figure1-a_b"
"TH",2000,0.00538305316988426,"Figure1-a_b"
"TH",2001,0.00979012581926039,"Figure1-a_b"
"TH",2002,0.0226869471108602,"Figure1-a_b"
"TH",2003,0.0240083540302551,"Figure1-a_b"
"TH",2004,0.0300476655242073,"Figure1-a_b"
"TH",2005,0.0524228367125272,"Figure1-a_b"
"TH",2006,0.0452627318865943,"Figure1-a_b"
"TH",2007,0.0473061055205082,"Figure1-a_b"
"TH",2008,0.0554840661163476,"Figure1-a_b"
"TH",2009,0.118305541001969,"Figure1-a_b"
"TH",2010,0.0914703963777292,"Figure1-a_b"
"TH",2011,0.280119439319881,"Figure1-a_b"
"TH",2012,0.0528097543117475,"Figure1-a_b"
"TH",2013,0.0626919803054327,"Figure1-a_b"
"TH",2014,0.0907934429574711,"Figure1-a_b"
"TH",2015,0.123211850679926,"Figure1-a_b"
"TH",2016,0.105539793512723,"Figure1-a_b"
"TH",2017,0.07568769369959,"Figure1-a_b"
"TH",2018,0.0786662489557226,"Figure1-a_b"
"TH",2019,0.0690332294474394,"Figure1-a_b"
"TH",2020,0.0949233221331955,"Figure1-a_b"
"TH",2021,0.147597709733632,"Figure1-a_b"
"TH",2022,0.163417681364535,"Figure1-a_b"
"RO",1996,0.0773424416042309,"Figure1-a_b"
"RO",1997,0.0516934480992904,"Figure1-a_b"
