Country,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CZ,0.305586809426283,0.134282509570603,0.144504568156901,0.286236490781945,0.942433140032788,0.304422810122949,0.32404714850367,0.962684578911718,0.555425925505595,0.264984612599566,0.558916695834792,0.67997205911244,0.574201354331323,0.763306895991039,0.844345957561107,0.951096445348904,1.44024365440937,1.19946591003922,2.00409815158059,1.62550005650356,1.61116575888139,1.27898130859112,1.24862364243943,1.17783650606469,1.12793357456707,1.4187657003191,0.900292818623264
IE,0.26413035024499,0.163301065567775,0.153449384821537,0.425311751185877,0.372940370451932,0.285937425249964,0.438765763222285,0.28241815308196,0.511335315613864,0.543874456915279,0.323306790339517,0.2538167688983,0.390125480553442,0.429654387454608,0.622270826138675,0.721997375378003,0.458159778717865,0.598197446382375,0.451129967520873,0.343240290804987,0.382873343630599,0.37486573370036,0.402422723475355,0.358789588948787,0.297467045748255,0.286172403648132,0.356828774310046
ES,4.38493246571436,4.96486308551364,4.99013278109392,4.32788889432246,5.66321661895324,5.59426876524901,6.43214756258235,6.59464890494468,5.8925482897156,5.9836169442433,6.78843629681484,7.54644081115889,6.46788829693812,5.9626203681957,6.36289858409117,6.02268966697731,6.03864301985031,6.07772677960444,5.60293842569762,5.07673183410555,4.98920819445574,4.44349265625902,4.41457811194653,4.18893194070081,3.84358576720944,3.39124629415892,3.48551767892438
ET,,,,,,,,,,0.00678855901520637,,,,0.0201139997470687,,0.00475474999524525,0.00203384315001627,,0.0170047783427143,,,,0.000522138680033417,0.00421159029649596,0.0102308951494788,0.0072670921311698,0.0129560528049584
GN,,,,,,,,,,,,,,,,,0.00101692157500814,,0.000485850323941027,0.000941725995404377,,,,,,,
GP,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZM,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,0.284530630233583,0.250786374387359,0.275707150688269,0.571018142696464,0.235677408304583,0.284026216332584,0.346924995294561,0.176783924136374,0.330378827428105,0.365876176683563,0.431090304515226,0.74196590338565,0.525390785082841,0.259695398457119,0.379141245539312,0.267165598432834,0.243227302310446,0.44937995493616,0.254532623667251,0.236989113647493,0.316317779042354,0.180375753142505,0.385060568086884,0.265475488544474,0.172070517790988,0.504723108606604,0.380034650203753
KE,,,,,,,,,,,,,,,,0.00779778999220221,0.0437276277253498,0.00175248268380205,0.00133608924107674,,,,0.012531328320802,0.00620038746630728,0.0204617902989575,0.00767841220268405,0.018423171713721
IL,0.437352552303425,0.197936894979396,0.449755146790108,0.295589026358257,0.470013947001395,0.318837009041764,0.600150574063618,0.567265748475954,0.533670018385274,0.768507874728458,0.630381519075954,0.495610224618541,0.517251136740628,0.372674387093277,0.406716933348682,0.431911980068088,0.446674666449723,0.669558541266795,0.317378883466254,0.499596941273967,0.437005121534835,0.381553061656625,0.581685463659148,0.400591728436658,0.401395709485655,0.252209925996334,0.518837998096679
IN,3.0128068856454,3.27065909146327,2.31273723961506,2.38745904445205,3.05434436859233,2.76029756494283,3.14876246941464,3.7862271393091,3.96406927389518,3.87380068790731,4.49938746937347,4.43135928052215,4.0547001541674,4.02583512492999,5.14491001880204,5.43253009756747,5.71172307191669,5.61697404656597,7.23194517659462,7.25449203299808,6.95813348508251,7.11592138443473,6.62441520467836,7.40957715633423,6.84530886533988,6.53518003032566,8.86530343329836
KH,,,,,,,,,,,,,,,,,,,,0.00565035597242626,,,,,,,
MA,0.0247459103518005,0.00871717344127185,0.00967579485930077,0.00366766101031835,0.022674080598987,0.0199333349280008,0.0478385563711651,0.0230300293519982,0.00953310484145539,0.0513855448950036,0.0428771438571929,0.0144797755997468,0.00487871514158031,0.00737715669093603,0.0339793177544991,0.0109102683580897,0.0211922388545395,0.0156711841775849,0.0104660329552604,0.005628074735375,0.00345500365823917,0.00153997189551291,0.00297535505430242,0.0354215801886793,0.0375674162143534,0.0454201461968452,0.0422378663282985
IQ,,0.0463290336738924,0.0414179559020587,0.041566824783608,0.0330323717242898,0.0621920298521743,0.00784239130434783,,0.0232653153868852,,,,0.00117089163397928,0.00225831511625806,0.0359732934269598,0.0418417999581582,0.0315245688252522,0.0758693148627222,0.0500022106211846,0.0446378121821675,0.0665256889683766,0.0876500028874473,0.166597117794486,0.227526954177898,0.290195571637805,0.376746554416457,0.428649862131232
MD,0.0116661913773883,0.0219453317402648,0.000348049701547083,,0.00897176343928161,0.0788133282303976,0.0637530585356672,0.0464470535109506,0.105230950813719,0.0473812002172339,0.124146832341617,0.036199384427321,0.0859598384169545,0.0891700240284728,0.0518905644449561,0.0761303942638696,0.0397390579238529,0.0563655178169073,0.0571729556005237,0.0122962481636343,0.05941244614259,0.0653204104025102,0.0261814954051796,0.108891298854447,0.0664161712759542,0.0827112046529522,0.0577967838754545
IR,,0.0146302211601765,0.0360986721890608,0.076531859748643,0.130294355134699,0.117208056259867,0.25075992847732,0.239557462181079,0.187995097260367,0.721942885590152,0.572412058102905,0.704461810482199,0.581021798099253,0.574515365576051,0.69989831549058,0.873614941326385,0.764413846404165,0.944711674872736,0.933006274763209,0.843697969638754,1.1071965693846,1.03851854703652,1.02101921470343,0.903337685309973,0.831808391487895,0.697886256138683,0.674500378224055
ZW,,,,,,,,,,0.000905141202027516,,,,,,,,,0.000340095566854286,,,,,0.000842318059299191,0.000717956836391833,0.00226310905922556,
IS,,0.00438906634805296,,,0.00815613301035014,,,0.00150523142921653,,,,,,,,,,0.00500709338229158,,0.00452028477794101,0.0274367937566052,,0.00663116123642439,,0.0448774446454726,0.0557856383099102,0.0128108147678192
ME,,,,0.00366766101031835,0.000815613301035014,0.00364495526957853,,0.000752614585685256,0.00142672220078535,0.00181028240405503,0.00247928333916696,0.000873152736242387,,,,,,,0.00340095566854286,0.00188345199080875,0.00566155190634908,0.00128331055458238,0.00371299081035923,0.00175482858827493,0.0025128586197984,0.000502912621359223,
IT,3.73745884426931,3.1545926702592,3.40248507735412,3.26434055455035,4.48259071668012,3.48954695498254,4.90796160361378,3.93059381350192,4.2405974079034,4.47114862418537,3.64055390269514,3.86756455873044,3.15838260835626,2.96639627107008,3.03683665246921,2.47931683752068,2.44225919297104,2.47557372945005,2.4315472647814,2.20659584887181,2.26241768961873,1.9174016824193,2.59160401002506,1.81025311657682,1.99419746704575,2.0588996763754,1.84380566604036
MG,,,,,,,,0.00406412282682321,,,,,,,,0.00202076874797923,,,,,,,,,,0.000323300970873786,0.000305019399233791
MK,,0.00243837019336276,,0.0317863954227591,,0.00179400086112041,,0.00677353804470535,0.00151319200127108,,,,,,,,,,,,,,,,,,0.000174296869280886
KR,0.418772198169704,0.574399551339884,0.482787184797174,0.878079612694997,0.921177420538795,0.876390948667655,1.09619329945417,0.859047188981712,0.882872188301519,1.1116966871832,1.24593979698985,1.17997424199428,1.26046484397869,1.15841448212318,1.62632861363724,1.38792673881207,1.85121420436056,1.42536593507469,1.64481779380006,1.87558481184315,1.79298227786359,1.27785712910739,1.70010442773601,1.52387129380054,1.10316188506935,1.44720619186639,1.36338059100559
ML,,,,,,,,,,,,,,,,,,,,,0.00203235509308186,,,,0.00117484061342293,,
MN,,,,,,,,,,,,,0.000557566887184591,0.00108399125580387,,0.00507173966792826,,,,,,,,,,,
MO,,,,,,,,,,,,,,,,,0.00305076472502441,0.00064906784611533,0.0397345554100702,0.00242157305910272,0.0325853589139094,0.020853721919575,0.0221585213032581,,0.00172309813043853,0.101773598569715,0.00756448110099802
QA,,0.00650232864353466,0.00243635034717992,,,0.0203320097593647,,,0.00283723358376648,,,0.0267403025474231,0.0243935757079016,0.00135498906975484,0.0157323203253904,0.00931930999068069,0.0332193703221608,0.0108937327881165,0.0288676518101587,0.0239825592345651,0.0332434354930493,0.0272224681899555,0.00232725563909774,0.0106292537061995,0.00642487292151288,0.0166473170842103,0.00806993484785632
KW,0.00604912762813367,0.0195069615469021,0.00771511755390425,0.0238397965670693,0.0012234211749737,0.000598000287040138,0.0104142433653303,,0.00103172027146651,0.000754283580738595,0.0831291564578229,,0.00696959584723767,0.0126465646510451,,0.0112212099887788,0.0298297673283436,0.0324905282483518,0.011984321594368,0.032454514634422,0.0191041378749695,0.016453868216905,0.00208855472013367,0.0531012045148248,0.0231181614542948,0.0480532735872542,0.0140134696566702
MR,,,,,,,,0.00225784601490178,0.00113489343350659,,,,,,,,0.00325414904002603,,,,,0.000549989412693218,,0.00526448787061995,0.002871823037822,0.00775922782718899,
KZ,,,,,,,,0.000846692255588169,0.00302637492339469,,0.0153132656632832,0.0130972910436358,,,0.00383715129887571,0.0076075999923924,,0.0005563431527998,0.0117487543999864,,0.0089423624095602,0.00622404666114843,0.000696184210526316,0.0153422127695418,0.00381823468596537,0.00226310905922556,0.00637768722090725
MT,,,,,,,,,,,,,,,,,,0.00166903112743053,0.00396777594504056,0.00188345199080875,0.00406471018616373,0.0057748946081734,0.00835421888053467,0.00210579514824798,,0.0120699074388395,0.00183011639540275
OM,0.00115221528011822,,0.00292362041661591,0.00655733776712798,0.00524324059800827,,0.0213985507246377,0.0104967035448182,0.0136943731983567,0.00890054761042723,0.00875043752187609,0.0109144092030298,0.00195148605663213,,0.01598812401673,0.001729000171171,0.0210685811910185,0.0173579237252775,0.0353133130409645,0.001506761592647,0.0449150475571092,0.0134907890431,0.024671679197995,0.0231786977762803,0.0253896355647454,0.030569850861113,0.0109603718796515
MU,,,,0.0195608587216979,0.0293621081993687,,,,0.0317770161381846,,,,,,,,,0.0273721104898606,0.00113365245634023,0.0132155610803481,0.00508088773270466,0.00317771275674219,,0.00140386413409704,,0.00181048724738045,
SA,0.0492572524823063,0.0325115212991636,0.0267998538189792,0.0713157122597682,0.0273231544691576,0.0105931445247094,0.0703856107660456,0.110069993226462,0.0514485779785278,0.0143942568790731,0.0578570178508926,0.0918888476566764,0.0400054641609586,0.0573310328630016,0.0770214113042477,0.203817113296183,0.155871298405467,0.277526495869148,0.335114867277705,0.352173503597393,0.447408747256321,0.351423511520915,0.423139097744361,0.58498778638814,0.628329887137072,0.701418969380134,0.675305629438032
MX,0.131547196225339,0.167362658798859,0.260187598976733,0.347916768546139,0.45161613937214,0.345974262067646,0.435533126293996,0.40458794310228,0.649719681321924,0.555881154960174,0.463622243612181,0.46808190172666,0.515838260835626,0.4784809669202,0.648674264226238,0.354926871945073,0.620641474129515,0.584980388884253,0.481449487305933,0.549009304252835,0.673431021868141,0.65855358139714,0.812454051796157,0.817393867924528,1.03481519772551,0.452022087944418,0.613054830287206
SD,,,,,,,,,,0.00197999637943519,,,,,0.00575572694831357,,0.0017432944191344,,0.00680191133708572,,,,,0.00280771984501348,,0.00814719261321203,
MY,0.0388873045912944,0.0315478773987467,0.0292362041661591,0.0438314832021126,0.0416313097947099,0.0748526527292733,0.0890372670807453,0.10533935425604,0.0445336722881721,0.035855358435916,0.019214495099755,0.0472362533016088,0.0570995062740277,0.0857858033278532,0.0438714938030007,0.100667186519333,0.153987552879922,0.216970708503714,0.349230533779992,0.217642294797906,0.184644337858711,0.174462838553196,0.13409022556391,0.183402122641509,0.135698931679159,0.128429628623803,0.132860593933774
MZ,,,,,,,0.0141163184641446,,,,,,,,,,,,,,,,,,,,
BA,,,,,,,0.00168051477507999,,,,0.00273451172558628,,,,,0.00316983966983016,,0.0100141867645832,,,0.00406471018616373,0.0133647615931009,0.00522138680033417,0.00379043126684636,,0.00874383868558626,
SE,0.27998859305732,0.563358611104338,0.29276891216957,0.495606142109639,0.329472216105116,0.703898961871502,0.467772444946358,0.460767667645067,0.604609937126904,0.766023262128892,0.622967710885544,0.518148479622798,0.496608317233573,0.411371068273383,0.367648977399179,0.477133456322867,0.460525138301334,0.316997413001753,0.246657710816739,0.483062116246657,0.366897000243883,0.445217424781998,0.278694653299916,0.206782766172507,0.645071939346946,0.313320659922602,0.421080500719846
BB,,0.000696676501426447,,,,,0.00470543948804818,0.00225784601490178,0.00907914746805275,,,,,,,0.0104604499895396,,,,,,,,,,,
SG,0.145697767868716,0.164102314013314,0.131441101230357,0.163047826299575,0.381541021311997,0.324833755920203,0.471734424995295,0.576922555881689,0.744208638808816,0.455383327299059,0.734198897444872,0.83843618344939,1.77552055890561,1.76983613665516,0.925229269790108,0.908994085091006,1.39283477058249,0.968263373111909,1.77856377642117,1.17726861792293,0.708970815380863,0.63272247781478,0.731819131161236,0.488698197439353,1.35566253123115,1.1672030235137,0.269676191405773
UA,0.0786819796230524,0.0828233888468948,0.0462326714581557,0.103049537874713,0.181040152682963,0.273231115150935,0.236267174854131,0.223744411831113,0.214019338584107,0.193064355539464,0.169360124256213,0.188310012879003,0.135395663797982,0.212558038698488,0.175659990023407,0.206725118393275,0.175096404165311,0.161708920971376,0.219162684714405,0.209343805326402,0.165287375010162,0.195899824828197,0.153244987468672,0.107442090633423,0.133744938399242,0.136488107361894,0.133581171762524
BD,0.0201473310346616,0.0139799809807125,0.0342017298087465,0.0113289891926256,0.0240606082850082,0.0186576089556523,0.0480964144551101,0.0280975389478438,0.0414108995165354,0.108277516292542,0.0258137906895345,0.116638580253651,0.0772230353414125,0.082540694838395,0.0350871033344845,0.0587732745012267,0.117091197526847,0.0454929483434866,0.0846055741663407,0.0933265529061664,0.130128851312901,0.0731532849525496,0.130738095238095,0.0987910630053908,0.118824847075041,0.212091112770724,0.145929089090066
SI,0.0277396106084567,0.00528314354685328,0.0063345109026678,0.00489021468042447,0.0690009542685165,0.031414868679137,0.0373689535102579,0.0350986678708512,0.0594541162584833,0.0845175597393193,0.0432965085754288,0.0475687062059331,0.087231426731456,0.0243999205073079,0.0887226123326043,0.114535080545465,0.0403394484217377,0.0737910373028457,0.125764789905964,0.117388405469545,0.0882763596455573,0.120345531194056,0.0925048036758563,0.107332589285714,0.0959937968467304,0.0675352479235974,0.181150045142871
BE,0.341220542866772,0.365192265489747,0.188785235716896,0.368150031786395,0.22045462330862,0.30459025020332,0.322226143421796,0.409846466470987,0.248049118187802,0.370182385952209,0.179600323766188,0.252260374145948,0.112376129422555,0.365556177846832,0.296659759794329,0.261174613438825,0.253408721119427,0.363321371943587,0.27283316611968,0.404169962707651,0.608214779286237,0.296921981173844,0.347577276524645,0.242029565363881,0.501643404841906,0.346352999751058,0.390519997071814
BF,,,,,,,,,0.00151319200127108,,,,,,,,,,,,,,,,0.00107693633152408,,
SK,0.0681391128509579,0.0280005364414425,0.0744421975880132,0.06453909726637,0.114002544716044,0.0702451801176865,0.0907420478072652,0.0549221043124859,0.178559366275507,0.0626092958001448,0.0600083129156458,0.0674060815088079,0.133862576351892,0.0826751097541147,0.149861286980546,0.101981779798018,0.0755550357956394,0.153381957773512,0.122344108694543,0.20223565751309,0.140563368831802,0.161697241525342,0.168315580618212,0.236097540431267,0.190554191436202,0.214445651435943,0.139924599204509
BG,0.0925888574909911,0.0283053327156129,0.016140821050067,0.0226172428969632,0.0167725170667254,0.0885040424819404,0.0423489553924337,0.0320614134116053,0.0736060103956239,0.0404297157856626,0.0338350980049002,0.0743998166379254,0.0566580801280175,0.0489945981102419,0.0403814128391083,0.0105691245554309,0.0418390009762447,0.00861405324209297,0.0358232863434625,0.0276016122349041,0.110787537598569,0.0477841729388439,0.0309801587301587,0.0766509433962264,0.0418260532437322,0.098372371964605,0.0721356238256753
BH,0.0129624348637648,,0.0207089779510294,,,,,,,,,,,,,,,0.000715298339314028,,,0.000338726526298675,0.00192496486939113,,0.00421159029649596,,0.000822947925860547,0.00107503233205632
BI,,,,,,,,,,,,,,,0.0100725221595488,0.0057056999942943,,0.00166903112743053,,,,,,,,,
UG,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,,,,,,0.00287040137779266,,0.00903138405960714,0.00453957373402638,,,,,,,0.0019018999980981,0.0157622844126261,0.00923530000834516,0.000850238917135715,,0.0110424558978945,0.00274994706346609,0.00591756474519633,0.00909320249326146,0.00165130309296114,0.00169733179441917,0.00951660525609429
SO,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,12.1932958286885,12.931676867182,13.7918625898404,12.403075945034,11.5224497785608,12.1929148925991,12.0431724073028,11.1366899977422,10.8657648046848,9.49040550325851,8.77795764788239,9.37921023335007,9.40821185332631,10.0964571552456,9.08251793868232,9.33585652066414,9.68495769606248,9.98639739631144,10.3756015440339,10.4258673296418,9.61011299894318,10.8076382606017,10.1457811194653,10.7737954851752,11.0813302317567,12.8538484169552,11.4005514750738
BN,0.0250607160449019,0.000975348077345103,0.00422299914727738,0.00163007237517727,,0.00940852987609434,,0.00587039963874464,0.0120298703951699,0.00927769732078204,0.00853167658382919,0.00130972910436358,0.00536658665573835,0.00812993441852902,0.00479643912359464,0.0352169116947831,0.0380668320859095,0.00567470583326379,0.00838092403965514,,0.00580672303064791,0.00307994379102581,,0.000323968160377359,,0.00905243623690226,
BO,,,,,,,,,,,,,,,,,,,,,,,0.0012531328320802,,,,
SS,0.00259248697275296,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ,,,,,,,,,,,,,0.00078059442265285,,,,,,,,,,,,,,0.00162677094263195
DK,0.026349000596272,0.110458169759333,0.0803995614569375,0.0461311066555822,0.101788641757812,0.326826292876621,0.299552983248635,0.281515014675999,0.176942597090133,0.217739862418537,0.201460666783339,0.177832180044094,0.183318892336514,0.294616176762841,0.214324085798703,0.450664714049335,0.537347461763749,0.649026120337144,0.949109799853759,0.157136964628772,0.213230631655963,0.392205817243835,0.423790726817043,0.284010697439353,0.496263030929612,0.11848643266119,0.163137551548278
BR,0.309221476162082,0.2097868864451,0.313984650992813,0.354281382952712,0.392206807115418,0.558319379993302,0.45698051948052,0.606130051930458,0.610436480014527,0.830482892831282,0.711537451872594,0.452561611839951,0.468645473528092,0.388385033694062,0.404428072598903,0.446176230053824,0.532360478359909,0.501154969540182,0.718744367167174,0.567035823256865,0.756546215754817,0.896194344453214,0.724628237259816,0.866296748652291,1.02331782545016,0.697114535949487,0.794475488641078
SY,,,,,,,,,,,,,,,,,,0.00250354669114579,0.00510143350281429,0.00470862997702189,,,,0.000902482732479784,0.00242310674592918,0.00301747120193722,0.00162677094263195
DO,,,,,,,,,,,,,,,,,,,,,,,,,,0.00480910675085432,
SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE,0.0194436522956472,,,,0.0012234211749737,,,,,,,,0.015611888453057,0.0072266083720258,,,0.0122030589000976,0.00333806225486105,0.017976431377217,0.00753380796323502,0.000812942037232745,0.0105873067816512,,0.00315869272237197,0.0012923235978289,0.00226310905922556,0.0108935604304434
US,20.7796645321857,19.1085074736046,19.3116335729078,19.2816763655925,19.9428417627052,19.7170501841841,20.2327545642763,19.9893429668097,19.057039743968,19.5167677407676,18.6837810640532,17.6121018969243,20.5936420584275,18.4417625697819,19.0952956525076,18.0575514939424,17.1985030914416,16.1506634398732,14.1882769058105,14.2229065431122,15.2789000894236,15.8674084197963,14.3670634920635,14.4532092318059,14.7077625570776,13.9192070065856,12.5121885751934
BW,,0.00975348077345103,0.0097454013887197,0.00244510734021224,0.0110107905747633,0.0221260106204851,0.0117635987201205,0.00677353804470535,0.00453957373402638,0.00905141202027516,0.0853167658382919,,0.00683020119821244,0.00951504037867428,0.00434877786731131,0.00316983966983016,,0.00667612450972211,,,,,,,0.00646161798914448,0.0140312761671985,0.00976062077548132
FI,0.173472636300003,0.158047109312136,0.243118772079425,0.256198347107438,0.265046857031002,0.381409367076496,0.26740542066629,0.24677128019869,0.292929613909254,0.409440622737147,0.413285351767588,0.387315273624239,0.572464531740921,0.500569095409297,0.33535743064349,0.200490690199509,0.316122274650179,0.341440373862973,0.29690683081946,0.312031491317286,0.362279489472401,0.26064024331556,0.189793650793651,0.269541778975741,0.241121736882915,0.254602032271935,0.203556770210585
FJ,,,,,,,,,0.0499353110742901,,,,0.00195148605663213,,0.00319763247764859,,,,0.0136038226741714,0.00941725995404377,,0.00384992973878227,,,,0.00226310905922556,
BY,0.0325357115080497,0.0365755529004413,0.00243635034717992,0.0146706440412734,,0.0562916806200067,0.0445056935817805,0.00602093023255814,0.0220925846063055,0.0384685010861694,0.0382831641582079,0.0182686472681234,0.0395501824639463,0.0882851258333183,0.0564072752388627,0.0152151999847848,0.0124936137325089,0.0688767420512393,0.0143784923563521,0.0862963800052737,0.0506021868140802,0.0211517064813567,0.121628863826232,0.0184708347371968,0.0163548935986904,0.0917312784303076,0.0675373953783461
D,,,,,,,0.00235271974402409,,,,,,,,,,,,,,,,,,,,
UY,0.008348430249138,0.0270659091463266,0.0112072115970277,0.0384901462174189,0.0349489833370036,0.0381124718939865,0.00141163184641446,0.0377525400767668,0.0300746759879247,0.00678855901520637,0.0135944390969548,0.0589897622841676,0.0325837675389809,0.0187053531101516,0.0201358351559802,0.0219155936780844,0.0278858200455581,0.0620048401902696,0.0465915622289864,0.025859230798207,0.0339693927322982,0.0215778937034399,0.0489070593149541,0.0488845603099731,0.0292840527268028,0.0477301016135968,0.0427027158927308
UZ,,0.00487674038672551,,,0.00069909711517287,0.00239200114816055,0.00548967156032373,0.00225784601490178,,0.00323264391745112,,0.00181906747287769,0.00162623773003142,0.00100369641018229,,0.0095094999904905,,0.00667612450972211,0.00765215025422144,0.00753380796323502,0.0167669295179254,0.0250245433020847,0.000417710944026734,0.0173728099730458,0.00689239252175411,0.00905243623690226,
FR,3.71028958079486,3.41035331984102,3.56274820319162,3.59088463983569,3.87168758716876,4.29239822035115,5.21198004893657,4.97967938586588,4.30256258937286,4.74914011585807,5.15427021351068,5.51777957259174,4.23209023671526,4.67762100052393,4.7805341314608,4.44536792255463,4.64369101854865,4.63316364850205,4.61613413369157,3.96803781971598,3.72453459068368,3.88704306146413,3.75210944026734,3.17865566037736,3.97686740759886,3.92656211102813,3.31399917034723
HK,0.213880175252119,0.585750164589988,0.458886587891339,0.470421536505453,0.755751302943551,0.608599244127637,0.570583945040467,0.696714834048318,0.606804821027306,0.474728457639392,0.285830854042702,0.439344262295082,0.301760240423082,0.505062239164604,0.468696519703772,0.587278190912722,0.174718719492353,0.371633146958191,0.459421497440781,0.320113383809847,0.404318754572799,0.436778378794587,0.449122807017544,0.68638182277628,0.642881450848626,0.423715119831625,0.525760718381689
DZ,,0.0170685913535393,0.0253380436106712,0.0293412880825468,0.0253859893807042,0.0586324929435966,0.00862664690382082,0.000903138405960714,0.00794425403454616,0.0176179172700941,0.00566956160308015,0.0148435965161206,0.0282965478211658,0.0466707015230077,0.109349602854841,0.0854904049145096,0.00569476082004556,0.0036162396728699,0.0208592514496574,0.0328347835913663,0.0434875213397285,0.0980802325357562,0.0660104427736007,0.0739668969002695,0.082719048849832,0.0482802634258945,0.100508284326883
LB,,0.0134110360634952,,,,,0.0211744776962168,0.00225784601490178,0.00226978686701319,0.00169713975380159,,,0.105380247058135,0.036133041860129,0.0479643912359464,0.0019018999980981,0.0230501545720794,0.00433305516147876,0.0153043005084429,0.012014144724451,0.0145168279001707,0.00927815742362702,0.025405806182122,0.021637045148248,0.00890150340311881,0.0112616606694277,0.0173599716941997
HR,0.108884452855624,0.0560825144473434,0.0372006334510903,0.0635727908455181,0.0596564633340674,0.0516672248002679,0.151162243553548,0.102038609166855,0.0980690923122319,0.0791998551774077,0.0656282814140707,0.104154679007225,0.109315808988545,0.125261151560044,0.115379494263459,0.0654706251545294,0.114502115196876,0.123190353000083,0.0959292261125376,0.101706407503673,0.140838143240387,0.300307994379103,0.168218253968254,0.368851078167116,0.232532092702679,0.168987485006903,0.274383250774749
JM,,0.0352403013825559,,,0.00183513176246054,0.0047840022963211,0.00705815923207228,0.0496726123278393,0.00226978686701319,0.0158399710354815,0.00437521876093805,0.00174630547248477,0.00650494701715356,0.019873173023071,0.0211043321438164,0.0095094999904905,0.00813537260006508,0.00667612450972211,0.0339529307735474,0.00979395035220552,0.00731647833509471,0.00144372365204335,0.00417710944026734,0.00473803908355795,0.0171232876712329,0.00169733179441917,
HU,0.105897907863013,0.126023018214625,0.159093677670849,0.163441733092083,0.321265506863393,0.569461321341434,0.225589356295878,0.343296455181757,0.295696484100143,0.333472121650978,0.267358680434022,0.276029774508306,0.193779443045879,0.239189897201496,0.179408119412148,0.239717377660283,0.217836804425643,0.390197780188601,0.202518407672556,0.292065016762723,0.235112998943175,0.242961365955071,0.372744360902256,0.205068648921833,0.280315757732403,0.456240523230814,0.34321270832825
NAM,,,,,,,,,,,,,,,,,,,,,,0.0014971953261853,0.000522138680033417,0.00561546074797844,0.000358979495132248,0.00226310905922556,0.00488031038774066
